,state,city,laid_off,date,month,year
35684,Washington,Spokane,83.0,2016-07-13,July,2016
35685,Washington,Everett,99.0,2016-07-11,July,2016
35686,Washington,Statewide,220.0,2016-07-01,July,2016
35687,Washington,Seattle,9.0,2016-06-23,June,2016
35688,Washington,Puget Sound,99.0,2016-06-22,June,2016
35689,Washington,Puget Sound,211.0,2016-06-01,June,2016
35690,Washington,Tacoma,70.0,2016-05-25,May,2016
35691,Washington,Shelton,217.0,2016-05-23,May,2016
35692,Washington,Anacortes,57.0,2016-05-20,May,2016
35693,Washington,Winlock,3.0,2016-05-18,May,2016
35694,Washington,Woodinville,124.0,2016-05-18,May,2016
35695,Washington,Pasco,250.0,2016-05-12,May,2016
35696,Washington,Richland,435.0,2016-05-10,May,2016
35697,Washington,Tacoma,38.0,2016-04-21,April,2016
35698,Washington,Arlington,418.0,2016-04-01,April,2016
35699,Washington,Kent,98.0,2016-04-01,April,2016
35700,Washington,Redmond,2.0,2016-03-22,March,2016
35701,Washington,Vancouver,1.0,2016-03-17,March,2016
35702,Washington,Bellingham,55.0,2016-03-16,March,2016
35703,Washington,Puyallup,78.0,2016-03-11,March,2016
35704,Washington,Port Angeles,67.0,2016-03-11,March,2016
35705,Washington,Federal Way,71.0,2016-03-09,March,2016
35706,Washington,Burien,54.0,2016-03-09,March,2016
35707,Washington,Lakewood,60.0,2016-03-08,March,2016
35708,Washington,Redmond,325.0,2016-03-07,March,2016
35709,Washington,Bellingham,65.0,2016-03-07,March,2016
35710,Washington,Seattle,4.0,2016-03-02,March,2016
35711,Washington,Seattle,72.0,2016-03-02,March,2016
35712,Washington,Seattle,8.0,2016-02-26,February,2016
35713,Washington,Bremerton,520.0,2016-02-03,February,2016
35714,Washington,Vancouver,59.0,2016-02-03,February,2016
35715,Washington,Auburn,59.0,2016-02-01,February,2016
35716,Washington,Puyallup,87.0,2016-01-08,January,2016
35717,Washington,Spokane,94.0,2016-01-07,January,2016
35718,Washington,Hoquiam,90.0,2015-12-18,December,2015
35719,Washington,Omak,184.0,2015-12-15,December,2015
35720,Washington,Seattle,78.0,2015-12-10,December,2015
35721,Washington,Sedro Woolley,90.0,2015-12-02,December,2015
35722,Washington,Bothell/Everett,154.0,2015-11-24,November,2015
35723,Washington,Ferndale,465.0,2015-11-19,November,2015
35724,Washington,Malaga,415.0,2015-11-09,November,2015
35725,Washington,Bellingham,128.0,2015-10-20,October,2015
35726,Washington,Renton,108.0,2015-10-08,October,2015
35727,Washington,Statewide,1073.0,2015-09-25,September,2015
35728,Washington,Bellingham,128.0,2015-09-23,September,2015
35729,Washington,Vancouver,82.0,2015-08-26,August,2015
35730,Washington,Bellevue,85.0,2015-08-24,August,2015
35731,Washington,Puget Sound,39.0,2015-08-24,August,2015
35732,Washington,Tacoma,127.0,2015-08-24,August,2015
35733,Washington,Spanaway,62.0,2015-08-14,August,2015
35734,Washington,Bellevue,23.0,2015-08-10,August,2015
35735,Washington,Seattle,24.0,2015-08-10,August,2015
35736,Washington,Puget Sound,172.0,2015-07-22,July,2015
35737,Washington,Bellingham,92.0,2015-07-13,July,2015
35738,Washington,Snohomish,63.0,2015-06-30,June,2015
35739,Washington,Puget Sound,23.0,2015-06-22,June,2015
35740,Washington,Seattle,190.0,2015-06-17,June,2015
35741,Washington,Puget Sound,18.0,2015-06-11,June,2015
35742,Washington,Tacoma,90.0,2015-05-28,May,2015
35743,Washington,Seattle,10.0,2015-04-27,April,2015
35744,Washington,Tukwila,69.0,2015-04-27,April,2015
35745,Washington,Shelton,275.0,2015-04-27,April,2015
35746,Washington,Puget Sound,153.0,2015-04-23,April,2015
35747,Washington,Seattle,109.0,2015-04-02,April,2015
35748,Washington,Spokane,25.0,2015-03-09,March,2015
35749,Washington,Seattle,77.0,2015-03-02,March,2015
35750,Washington,Spokane,60.0,2015-02-26,February,2015
35751,Washington,Bellevue,157.0,2015-02-26,February,2015
35752,Washington,Puget Sound,319.0,2015-02-26,February,2015
35753,Washington,"Seattle, WA",41.0,2015-02-03,February,2015
35754,Washington,Kent,93.0,2015-01-26,January,2015
35755,Washington,Chehalis,89.0,2015-01-15,January,2015
35756,Washington,Seattle,41.0,2015-01-07,January,2015
35757,Washington,Seattle,15.0,2014-12-29,December,2014
35758,Washington,Puget Sound,83.0,2014-12-02,December,2014
35759,Washington,Seattle,264.0,2014-12-01,December,2014
35760,Washington,Pasco,180.0,2014-12-01,December,2014
35761,Washington,Lakewood WA,69.0,2014-11-12,November,2014
35762,Washington,"Sumner, WA",112.0,2014-11-12,November,2014
35763,Washington,Vancouver,142.0,2014-10-31,October,2014
35764,Washington,Seattle,102.0,2014-10-31,October,2014
35765,Washington,Redmond,635.0,2014-10-30,October,2014
35766,Washington,Seattle,274.0,2014-10-22,October,2014
35767,Washington,Kirkland,10.0,2014-10-13,October,2014
35768,Washington,Monroe,54.0,2014-10-09,October,2014
35769,Washington,"Seattle, WA",29.0,2014-10-06,October,2014
35770,Washington,Not Provided,1.0,2014-09-18,September,2014
35771,Washington,Kirkland,64.0,2014-09-18,September,2014
35772,Washington,Kirkland,148.0,2014-09-18,September,2014
35773,Washington,Redmond,747.0,2014-09-18,September,2014
35774,Washington,Auburn,50.0,2014-09-17,September,2014
35775,Washington,"Burlington, WA",73.0,2014-09-05,September,2014
35776,Washington,Seattle,63.0,2014-09-04,September,2014
35777,Washington,Bellevue,141.0,2014-09-03,September,2014
35778,Washington,Puget Sound,70.0,2014-08-25,August,2014
35779,Washington,Statewide,149.0,2014-08-22,August,2014
35780,Washington,"Bangor, Silverdale",93.0,2014-08-12,August,2014
35781,Washington,"Seattle, WA",6.0,2014-08-06,August,2014
35782,Washington,"Seattle, WA",200.0,2014-08-06,August,2014
35783,Washington,"Beaver & Forks, WA",87.0,2014-08-01,August,2014
35784,Washington,Puget Sound,95.0,2014-07-21,July,2014
35785,Washington,Redmond,1351.0,2014-07-17,July,2014
35786,Washington,"Oak Harbor, WA",125.0,2014-06-27,June,2014
35787,Washington,"Seattle, WA",158.0,2014-06-11,June,2014
35788,Washington,"Seattle, WA",94.0,2014-06-03,June,2014
35789,Washington,"Seattle, WA",4.0,2014-05-29,May,2014
35790,Washington,"Spokane Valley, WA",1.0,2014-05-05,May,2014
35791,Washington,"Spokane, WA",80.0,2014-05-02,May,2014
35792,Washington,"Liberty Lake, WA",203.0,2014-04-29,April,2014
35793,Washington,Seattle,92.0,2014-03-04,March,2014
35794,Washington,Seattle,52.0,2014-02-25,February,2014
35795,Washington,Seattle,13.0,2014-02-20,February,2014
35796,Washington,"Seattle, WA",66.0,2014-02-20,February,2014
35797,Washington,Puget Sound,79.0,2014-02-18,February,2014
35798,Washington,Seattle,52.0,2014-02-11,February,2014
35799,Washington,"Statewide, WA",35.0,2014-02-11,February,2014
35800,Washington,"Bellevue & Kirkland, WA",91.0,2014-02-11,February,2014
35801,Washington,Puget Sound,9.0,2014-02-03,February,2014
35802,Washington,"Redmond, WA",21.0,2014-01-24,January,2014
35803,Washington,Puget Sound,8.0,2014-01-21,January,2014
35804,Washington,"Silverdale, WA",29.0,2014-01-17,January,2014
35805,Washington,Everett,56.0,2014-01-13,January,2014
35806,Washington,Puget Sound,11.0,2013-12-23,December,2013
35807,Washington,"Ferndale, WA",49.0,2013-12-10,December,2013
35808,Washington,Puget Sound,71.0,2013-11-25,November,2013
35809,Washington,Bellevue,17.0,2013-11-18,November,2013
35810,Washington,Puget Sound,39.0,2013-11-06,November,2013
35811,Washington,Puget Sound,39.0,2013-11-06,November,2013
35812,Washington,Bremerton,6.0,2013-11-01,November,2013
35813,Washington,Bremerton,6.0,2013-11-01,November,2013
35814,Washington,Seattle,75.0,2013-10-22,October,2013
35815,Washington,Seattle,75.0,2013-10-22,October,2013
35816,Washington,Puget Sound,200.0,2013-10-15,October,2013
35817,Washington,Puget Sound,200.0,2013-10-15,October,2013
35818,Washington,"Whatcom, County",150.0,2013-10-01,October,2013
35819,Washington,"Whatcom, County",150.0,2013-10-01,October,2013
35820,Washington,Renton,58.0,2013-09-30,September,2013
35821,Washington,Renton,58.0,2013-09-30,September,2013
35822,Washington,Puget Sound,266.0,2013-09-23,September,2013
35823,Washington,Puget Sound,266.0,2013-09-23,September,2013
35824,Washington,Lacey,76.0,2013-09-10,September,2013
35825,Washington,Lacey,76.0,2013-09-10,September,2013
35826,Washington,Bellevue & Kirkland,161.0,2013-09-09,September,2013
35827,Washington,Bellevue & Kirkland,161.0,2013-09-09,September,2013
35828,Washington,Chehalis,86.0,2013-09-03,September,2013
35829,Washington,Chehalis,86.0,2013-09-03,September,2013
35830,Washington,Richland,3.0,2013-08-01,August,2013
35831,Washington,Richland,3.0,2013-08-01,August,2013
35832,Washington,Puget Sound,3.0,2013-07-29,July,2013
35833,Washington,Puget Sound,3.0,2013-07-29,July,2013
35834,Washington,Puget Sound,143.0,2013-07-25,July,2013
35835,Washington,Puget Sound,143.0,2013-07-25,July,2013
35836,Washington,Olympia,4.0,2013-07-24,July,2013
35837,Washington,Olympia,4.0,2013-07-24,July,2013
35838,Washington,Bellevue,103.0,2013-07-18,July,2013
35839,Washington,Bellevue,103.0,2013-07-18,July,2013
35840,Washington,Seattle,35.0,2013-07-15,July,2013
35841,Washington,Richland,150.0,2013-07-08,July,2013
35842,Washington,Puget Sound,266.0,2013-06-25,June,2013
35843,Washington,Seattle,2.0,2013-06-07,June,2013
35844,Washington,Puget Sound,253.0,2013-05-21,May,2013
35845,Washington,Chehalis,150.0,2013-05-16,May,2013
35846,Washington,Yakima County,328.0,2013-05-08,May,2013
35847,Washington,Puget Sound,99.0,2013-04-23,April,2013
35848,Washington,Tacoma,43.0,2013-04-17,April,2013
35849,Washington,Bellingham,34.0,2013-04-11,April,2013
35850,Washington,Seattle,45.0,2013-04-10,April,2013
35851,Washington,Puget Sound,939.0,2013-04-08,April,2013
35852,Washington,Spokane Valley,148.0,2013-03-26,March,2013
35853,Washington,Blaine,107.0,2013-03-06,March,2013
35854,Washington,Bellevue,102.0,2013-02-21,February,2013
35855,Washington,Seattle,363.0,2013-01-30,January,2013
35856,Washington,Porter,150.0,2013-01-28,January,2013
35857,Washington,Ephrata,81.0,2013-01-18,January,2013
35858,Washington,Seattle,85.0,2013-01-15,January,2013
35859,Washington,Snohomish and Spokane Counties,2.0,2013-01-14,January,2013
35860,Washington,Lynnwood,59.0,2013-01-09,January,2013
35861,Washington,Ft. Lewis,54.0,2012-12-27,December,2012
35862,Washington,Seattle,99.0,2012-12-20,December,2012
35863,Washington,Pierce County,127.0,2012-12-18,December,2012
35864,Washington,Yakima,1.0,2012-12-18,December,2012
35865,Washington,Seattle,1.0,2012-12-18,December,2012
35866,Washington,Port Angeles,2.0,2012-12-18,December,2012
35867,Washington,Bremerton,5.0,2012-12-18,December,2012
35868,Washington,Everett,2.0,2012-12-14,December,2012
35869,Washington,Oak Harbor,4.0,2012-12-14,December,2012
35870,Washington,Fairchild AFB,3.0,2012-12-14,December,2012
35871,Washington,Keyport,57.0,2012-10-31,October,2012
35872,Washington,Blaine,224.0,2012-10-30,October,2012
35873,Washington,Auburn,55.0,2012-10-25,October,2012
35874,Washington,Renton,66.0,2012-10-08,October,2012
35875,Washington,Oak Harbor,236.0,2012-09-25,September,2012
35876,Washington,Seattle,145.0,2012-09-20,September,2012
35877,Washington,Seattle,66.0,2012-09-18,September,2012
35878,Washington,Kent,59.0,2012-09-10,September,2012
35879,Washington,Richland,5.0,2012-08-21,August,2012
35880,Washington,Milton,35.0,2012-08-06,August,2012
35881,Washington,Auburn,827.0,2012-08-01,August,2012
35882,Washington,Auburn,97.0,2012-07-19,July,2012
35883,Washington,Seattle,42.0,2012-07-16,July,2012
35884,Washington,Seattle,141.0,2012-07-05,July,2012
35885,Washington,Everett,75.0,2012-06-22,June,2012
35886,Washington,Pasco,103.0,2012-06-20,June,2012
35887,Washington,Vancouver,63.0,2012-06-04,June,2012
35888,Washington,SeaTac,189.0,2012-05-22,May,2012
35889,Washington,Langley,1.0,2012-05-07,May,2012
35890,Washington,Bellingham,6.0,2012-05-07,May,2012
35891,Washington,Everett,15.0,2012-05-07,May,2012
35892,Washington,Seattle,111.0,2012-05-07,May,2012
35893,Washington,Kent,17.0,2012-05-07,May,2012
35894,Washington,Bremerton,6.0,2012-05-07,May,2012
35895,Washington,Lakewood,53.0,2012-05-07,May,2012
35896,Washington,Tacoma,3.0,2012-05-07,May,2012
35897,Washington,Tumwater,8.0,2012-05-07,May,2012
35898,Washington,Longview,6.0,2012-05-07,May,2012
35899,Washington,Moses Lake,2.0,2012-05-07,May,2012
35900,Washington,Yakima,9.0,2012-05-07,May,2012
35901,Washington,Spokane,14.0,2012-05-07,May,2012
35902,Washington,Bellevue,814.0,2012-05-02,May,2012
35903,Washington,Kent,57.0,2012-04-27,April,2012
35904,Washington,Keyport,61.0,2012-04-27,April,2012
35905,Washington,Bothell,60.0,2012-04-10,April,2012
35906,Washington,Milton,74.0,2012-04-10,April,2012
35907,Washington,Redmond,86.0,2012-04-02,April,2012
35908,Washington,Puget Sound,39.0,2012-03-26,March,2012
35909,Washington,"Seattle, Mountlake Terrace",216.0,2012-02-28,February,2012
35910,Washington,Gig Harbor,52.0,2012-02-23,February,2012
35911,Washington,Kent,79.0,2012-02-10,February,2012
35912,Washington,Spokane Valley,167.0,2012-01-10,January,2012
35913,Washington,Yakima,607.0,2011-12-09,December,2011
35914,Washington,Renton,215.0,2011-11-21,November,2011
35915,Washington,Statewide,222.0,2011-10-21,October,2011
35916,Washington,Tacoma,92.0,2011-10-20,October,2011
35917,Washington,Everett,760.0,2011-10-19,October,2011
35918,Washington,Arlington,67.0,2011-10-13,October,2011
35919,Washington,Kent,58.0,2011-10-13,October,2011
35920,Washington,Darrington,76.0,2011-10-12,October,2011
35921,Washington,Colville,67.0,2011-09-15,September,2011
35922,Washington,Bremerton,240.0,2011-08-31,August,2011
35923,Washington,Woodinville,76.0,2011-08-23,August,2011
35924,Washington,Woodinville,38.0,2011-08-23,August,2011
35925,Washington,Burlington,94.0,2011-08-23,August,2011
35926,Washington,Spokane,68.0,2011-08-17,August,2011
35927,Washington,Randle,80.0,2011-08-09,August,2011
35928,Washington,5 Puget Sound military locations,41.0,2011-08-01,August,2011
35929,Washington,Richland,750.0,2011-07-29,July,2011
35930,Washington,Richland,141.0,2011-07-29,July,2011
35931,Washington,Bellevue,113.0,2011-06-22,June,2011
35932,Washington,Kent,75.0,2011-06-20,June,2011
35933,Washington,"Lynnwood, Vancouver",121.0,2011-06-15,June,2011
35934,Washington,Seattle,109.0,2011-05-27,May,2011
35935,Washington,Hoquiam,231.0,2011-05-27,May,2011
35936,Washington,Bellevue,168.0,2011-05-26,May,2011
35937,Washington,Keyport,90.0,2011-05-10,May,2011
35938,Washington,Bothell,54.0,2011-04-29,April,2011
35939,Washington,Tacoma,139.0,2011-04-26,April,2011
35940,Washington,Everett,51.0,2011-04-14,April,2011
35941,Washington,Yakima,140.0,2011-04-12,April,2011
35942,Washington,Everett,72.0,2011-03-11,March,2011
35943,Washington,Bellevue,60.0,2011-02-15,February,2011
35944,Washington,Milton,53.0,2011-02-09,February,2011
35945,Washington,"Lynwood, Mukilteo, Lakewood",210.0,2011-02-01,February,2011
35946,Washington,Seattle,168.0,2011-01-31,January,2011
35947,Washington,Puget Sound,300.0,2011-01-28,January,2011
35948,Washington,Blaine,321.0,2010-12-20,December,2010
35949,Washington,Kirkland,129.0,2010-12-06,December,2010
35950,Washington,Bellevue,78.0,2010-11-15,November,2010
35951,Washington,Auburn,146.0,2010-11-02,November,2010
35952,Washington,Seattle,83.0,2010-10-21,October,2010
35953,Washington,Vancouver,100.0,2010-10-19,October,2010
35954,Washington,Vancouver,101.0,2010-09-30,September,2010
35955,Washington,Western Washington,3.0,2010-09-21,September,2010
35956,Washington,Fife,42.0,2010-09-13,September,2010
35957,Washington,Seattle,65.0,2010-09-09,September,2010
35958,Washington,Fort Lewis,50.0,2010-08-20,August,2010
35959,Washington,Bellingham,71.0,2010-08-02,August,2010
35960,Washington,Fort Lewis,176.0,2010-07-16,July,2010
35961,Washington,Vancouver,12.0,2010-07-16,July,2010
35962,Washington,Shelton,130.0,2010-06-02,June,2010
35963,Washington,Wenatchee,53.0,2010-06-02,June,2010
35964,Washington,"Seattle, Bellevue",128.0,2010-05-27,May,2010
35965,Washington,Puget Sound,17.0,2010-05-21,May,2010
35966,Washington,Puget Sound,125.0,2010-04-19,April,2010
35967,Washington,Prosser,218.0,2010-03-30,March,2010
35968,Washington,Puget Sound,65.0,2010-03-19,March,2010
35969,Washington,Tukwila,206.0,2010-03-17,March,2010
35970,Washington,Tukwila,54.0,2010-03-11,March,2010
35971,Washington,Everett,172.0,2010-02-22,February,2010
35972,Washington,Puget Sound,527.0,2010-02-19,February,2010
35973,Washington,Bremerton,55.0,2010-02-05,February,2010
35974,Washington,Woodland,56.0,2010-01-29,January,2010
35975,Washington,Puget Sound,9.0,2010-01-22,January,2010
35976,Washington,Tacoma,55.0,2010-01-20,January,2010
35977,Washington,Puget Sound,20.0,2010-01-15,January,2010
35978,Washington,Auburn,2.0,2010-01-14,January,2010
35979,Washington,Bellevue,50.0,2010-01-14,January,2010
35980,Washington,Tieton,75.0,2009-12-31,December,2009
35981,Washington,Puget Sound,56.0,2009-12-18,December,2009
35982,Washington,Auburn,5.0,2009-12-18,December,2009
35983,Washington,Puget Sound,49.0,2009-11-20,November,2009
35984,Washington,Vancouver,68.0,2009-11-18,November,2009
35985,Washington,Bellevue,3.0,2009-11-04,November,2009
35986,Washington,Redmond,15.0,2009-11-03,November,2009
35987,Washington,Puget Sound,48.0,2009-10-30,October,2009
35988,Washington,Tacoma,171.0,2009-10-22,October,2009
35989,Washington,Puget Sound,53.0,2009-10-09,October,2009
35990,Washington,Kirkland,60.0,2009-10-08,October,2009
35991,Washington,Auburn,104.0,2009-10-05,October,2009
