"month","year","state","total_laid_off"
"March",2019,"New Jersey",130
"March",2019,"New Mexico",257
"March",2019,"New York",NA
"March",2019,"North Carolina",1001
"March",2019,"Oklahoma",52
"March",2019,"Texas",2359
"March",2019,"Utah",77
"March",2019,"Vermont",442
"March",2019,"Virginia",793
"March",2019,"Washington",500
"March",2019,"Washington, D.C.",55
"March",2019,"Wisconsin",NA
"March",2020,"Alaska",653
"March",2020,"Arizona",8464
"March",2020,"California",44922
"March",2020,"Colorado",NA
"March",2020,"Connecticut",NA
"March",2020,"Delaware",2341
"March",2020,"Florida",13934
"March",2020,"Idaho",160
"March",2020,"Illinois",11920
"March",2020,"Indiana",5640
"March",2020,"Iowa",368
"March",2020,"Kansas",3366
"March",2020,"Kentucky",911
"March",2020,"Louisiana",830
"March",2020,"Maine",846
"March",2020,"Maryland",1310
"March",2020,"Massachusetts",NA
"March",2020,"Michigan",10380
"March",2020,"Minnesota",NA
"March",2020,"Missouri",4617
"March",2020,"Montana",202
"March",2020,"Nebraska",1181
"March",2020,"Nevada",NA
"March",2020,"New Jersey",26960
"March",2020,"New Mexico",135
"March",2020,"New York",NA
"March",2020,"North Carolina",7772
"March",2020,"North Dakota",729
"March",2020,"Ohio",12671
"March",2020,"Oklahoma",1078
"March",2020,"Oregon",4592
"March",2020,"Rhode Island",380
"March",2020,"South Carolina",NA
"March",2020,"South Dakota",56
"March",2020,"Texas",35408
"March",2020,"Utah",113
"March",2020,"Vermont",460
"March",2020,"Virginia",4984
"March",2020,"Washington",4213
"March",2020,"Washington, D.C.",1463
"March",2020,"West Virginia",240
"March",2020,"Wisconsin",8701
"March",2021,"Arizona",108
"March",2021,"California",5898
"March",2021,"Colorado",948
"March",2021,"Connecticut",77
"March",2021,"Florida",551
"March",2021,"Illinois",1859
"March",2021,"Indiana",226
"March",2021,"Iowa",139
"March",2021,"Kansas",146
"March",2021,"Kentucky",263
"March",2021,"Louisiana",222
"March",2021,"Maryland",57
"March",2021,"Massachusetts",298
"March",2021,"Michigan",56
"March",2021,"Minnesota",119
"March",2021,"Missouri",63
"March",2021,"New Jersey",855
"March",2021,"North Carolina",297
"March",2021,"Ohio",371
"March",2021,"Oklahoma",231
"March",2021,"Oregon",91
"March",2021,"South Carolina",576
"March",2021,"Texas",4822
"March",2021,"Utah",107
"March",2021,"Vermont",78
"March",2021,"Virginia",470
"March",2021,"Washington",113
"March",2021,"Washington, D.C.",264
"March",2021,"Wisconsin",173
"March",2022,"California",3980
"March",2022,"Colorado",NA
"March",2022,"Florida",304
"March",2022,"Idaho",271
"March",2022,"Illinois",433
"March",2022,"Indiana",481
"March",2022,"Iowa",182
"March",2022,"Kentucky",521
"March",2022,"Louisiana",91
"March",2022,"Maryland",333
"March",2022,"Massachusetts",174
"March",2022,"Michigan",303
"March",2022,"Minnesota",191
"March",2022,"Nevada",141
"March",2022,"New Jersey",1334
"March",2022,"North Carolina",446
"March",2022,"Ohio",1428
"March",2022,"Oklahoma",47
"March",2022,"Oregon",394
"March",2022,"South Carolina",502
"March",2022,"South Dakota",562
"March",2022,"Texas",593
"March",2022,"Utah",121
"March",2022,"Virginia",269
"March",2022,"Washington",300
"March",2022,"West Virginia",320
"March",2022,"Wisconsin",610
"May",1999,"Alabama",1697
"May",1999,"Kansas",65
"May",2000,"Alabama",1001
"May",2000,"Kansas",65
"May",2001,"Alabama",966
"May",2001,"Kansas",146
"May",2001,"Oklahoma",700
"May",2002,"Alabama",683
"May",2002,"Kansas",96
"May",2002,"Oklahoma",633
"May",2003,"Alabama",792
"May",2003,"Kansas",594
"May",2004,"Alabama",95
"May",2004,"Kansas",154
"May",2004,"New Jersey",876
"May",2004,"Washington",222
"May",2005,"Alabama",227
"May",2005,"Kansas",150
"May",2005,"New Jersey",1523
"May",2005,"Oklahoma",397
"May",2005,"Vermont",138
"May",2005,"Washington",1020
"May",2006,"Alabama",1421
"May",2006,"Alaska",151
"May",2006,"Kansas",254
"May",2006,"New Jersey",1005
"May",2006,"Washington",730
"May",2007,"Alabama",1376
"May",2007,"Kansas",85
"May",2007,"New Jersey",524
"May",2007,"New York",2297
"May",2007,"Oklahoma",81
"May",2007,"South Dakota",48
"May",2007,"Washington",120
"May",2008,"Alabama",457
"May",2008,"Kansas",411
"May",2008,"New Jersey",1836
"May",2008,"New York",NA
"May",2008,"Oklahoma",158
"May",2008,"South Dakota",18
"May",2008,"Vermont",76
"May",2008,"Washington",198
"May",2009,"Alabama",2438
"May",2009,"Idaho",15
"May",2009,"Indiana",5309
"May",2009,"Kansas",743
"May",2009,"New Jersey",NA
"May",2009,"New York",NA
"May",2009,"Oklahoma",296
"May",2009,"South Dakota",155
"May",2009,"Utah",359
"May",2009,"Washington",1794
"May",2010,"Alabama",246
"May",2010,"Delaware",450
"May",2010,"Indiana",68
"May",2010,"Kansas",28
"May",2010,"Maryland",310
"May",2010,"New Jersey",707
"May",2010,"New York",2810
"May",2010,"Oklahoma",460
"May",2010,"Utah",102
"May",2010,"Washington",145
"May",2011,"Alabama",656
"May",2011,"Arizona",442
"May",2011,"Indiana",757
"May",2011,"Kansas",347
"May",2011,"Maryland",1984
"May",2011,"New Jersey",1784
"May",2011,"New York",870
"May",2011,"Oklahoma",325
"May",2011,"Oregon",58
"May",2011,"Rhode Island",21
"May",2011,"South Dakota",335
"May",2011,"Texas",1271
"May",2011,"Vermont",11
"May",2011,"Virginia",1360
"May",2011,"Washington",598
"May",2012,"Alabama",325
"May",2012,"Alaska",90
"May",2012,"Arizona",1101
"May",2012,"Idaho",316
"May",2012,"Indiana",1710
"May",2012,"Kansas",644
"May",2012,"Maryland",3300
"May",2012,"New Jersey",2844
"May",2012,"New York",3029
"May",2012,"Oklahoma",306
"May",2012,"Oregon",146
"May",2012,"South Dakota",158
"May",2012,"Texas",1690
"May",2012,"Utah",666
"May",2012,"Vermont",14
"May",2012,"Virginia",617
"May",2012,"Washington",1254
"May",2012,"Washington, D.C.",29
"May",2013,"Alabama",424
"May",2013,"Alaska",75
"May",2013,"Arizona",292
"May",2013,"Delaware",1200
"May",2013,"Indiana",349
"May",2013,"Kansas",317
"May",2013,"Maryland",145
"May",2013,"New Jersey",738
"May",2013,"New York",1423
"May",2013,"Oregon",406
"May",2013,"Rhode Island",62
"May",2013,"Texas",1162
"May",2013,"Virginia",467
"May",2013,"Washington",731
"May",2013,"Washington, D.C.",50
"May",2014,"Alabama",350
"May",2014,"Indiana",204
"May",2014,"Kansas",204
"May",2014,"Maryland",553
"May",2014,"New Jersey",1986
"May",2014,"New York",2137
"May",2014,"Oklahoma",201
"May",2014,"Oregon",338
"May",2014,"Texas",739
"May",2014,"Virginia",814
"May",2014,"Washington",85
"May",2015,"Arizona",291
"May",2015,"California",5516
"May",2015,"Colorado",NA
"May",2015,"Connecticut",76
"May",2015,"Indiana",216
"May",2015,"Kansas",101
"May",2015,"Maryland",534
"May",2015,"Missouri",39
"May",2015,"Montana",341
"May",2015,"New Jersey",976
"May",2015,"New York",3215
"May",2015,"Oklahoma",496
"May",2015,"Texas",3333
"May",2015,"Utah",10
"May",2015,"Vermont",92
"May",2015,"Virginia",227
"May",2015,"Washington",90
"May",2016,"Alabama",929
"May",2016,"Arizona",238
"May",2016,"California",5067
"May",2016,"Colorado",754
"May",2016,"Connecticut",989
"May",2016,"Delaware",151
"May",2016,"Florida",860
"May",2016,"Idaho",210
"May",2016,"Indiana",659
"May",2016,"Iowa",525
"May",2016,"Kansas",302
"May",2016,"Maryland",1677
"May",2016,"Michigan",617
"May",2016,"Missouri",414
"May",2016,"New Jersey",361
"May",2016,"New Mexico",300
"May",2016,"New York",637
"May",2016,"North Dakota",206
"May",2016,"Oklahoma",293
"May",2016,"Oregon",195
"May",2016,"Rhode Island",207
"May",2016,"Texas",2776
"May",2016,"Utah",423
"May",2016,"Virginia",366
"May",2016,"Washington",1156
"May",2016,"West Virginia",266
"May",2016,"Wisconsin",812
"May",2017,"Alaska",147
"May",2017,"Arizona",180
"May",2017,"California",4852
"May",2017,"Colorado",318
"May",2017,"Connecticut",366
"May",2017,"Florida",2658
"May",2017,"Indiana",NA
"May",2017,"Iowa",162
"May",2017,"Kansas",151
"May",2017,"Kentucky",365
"May",2017,"Maine",8
"May",2017,"Maryland",370
"May",2017,"Michigan",606
"May",2017,"Missouri",NA
"May",2017,"Nebraska",NA
"May",2017,"Nevada",324
"May",2017,"New Jersey",373
"May",2017,"New York",1965
"May",2017,"Oregon",461
"May",2017,"Texas",2230
"May",2017,"Utah",247
"May",2017,"Virginia",1744
"May",2017,"Washington",976
"May",2017,"Wisconsin",321
"May",2018,"Alabama",280
"May",2018,"Arizona",297
"May",2018,"California",6089
"May",2018,"Colorado",67
"May",2018,"Connecticut",370
"May",2018,"Florida",2077
"May",2018,"Idaho",103
"May",2018,"Indiana",588
"May",2018,"Iowa",145
"May",2018,"Kansas",153
"May",2018,"Kentucky",255
"May",2018,"Maryland",328
"May",2018,"Michigan",97
"May",2018,"Missouri",776
"May",2018,"Nebraska",421
"May",2018,"Nevada",NA
"May",2018,"New Jersey",417
"May",2018,"New York",NA
"May",2018,"North Carolina",1089
"May",2018,"Oklahoma",147
"May",2018,"Oregon",90
"May",2018,"Texas",3405
"May",2018,"Vermont",14
"May",2018,"Virginia",180
"May",2018,"Washington",218
"May",2018,"West Virginia",145
"May",2018,"Wisconsin",1550
"May",2019,"Alabama",98
"May",2019,"Arizona",167
"May",2019,"California",6113
"May",2019,"Colorado",175
"May",2019,"Connecticut",259
"May",2019,"Florida",1300
"May",2019,"Indiana",1386
"May",2019,"Iowa",759
"May",2019,"Kentucky",565
"May",2019,"Maryland",173
"May",2019,"Michigan",605
"May",2019,"Minnesota",923
"May",2019,"Missouri",388
"May",2019,"Nebraska",740
"May",2019,"Nevada",110
"May",2019,"New Jersey",579
"May",2019,"New Mexico",189
"May",2019,"New York",1184
"May",2019,"North Carolina",245
"May",2019,"Oklahoma",143
"May",2019,"Oregon",390
"May",2019,"South Dakota",90
"May",2019,"Texas",564
"May",2019,"Virginia",366
"May",2019,"Washington",1410
"May",2019,"West Virginia",797
"May",2019,"Wisconsin",NA
"May",2020,"Alabama",1225
"May",2020,"Alaska",149
"May",2020,"Arizona",2085
"May",2020,"California",NA
"May",2020,"Colorado",2855
"May",2020,"Connecticut",1256
"May",2020,"Delaware",229
"May",2020,"Florida",19353
"May",2020,"Idaho",34
"May",2020,"Illinois",NA
"May",2020,"Indiana",NA
"May",2020,"Iowa",1053
"May",2020,"Kansas",2816
"May",2020,"Kentucky",727
"May",2020,"Louisiana",2478
"May",2020,"Maine",131
"May",2020,"Maryland",5877
"May",2020,"Massachusetts",NA
"May",2020,"Michigan",4119
"May",2020,"Minnesota",1630
"May",2020,"Missouri",5003
"May",2020,"Montana",79
"May",2020,"Nebraska",892
"May",2020,"Nevada",NA
"May",2020,"New Jersey",3983
"May",2020,"New Mexico",461
"May",2020,"New York",NA
"May",2020,"North Carolina",1799
"May",2020,"North Dakota",260
"May",2020,"Ohio",6510
"May",2020,"Oklahoma",1661
"May",2020,"Oregon",NA
"May",2020,"Rhode Island",231
"May",2020,"South Carolina",713
"May",2020,"South Dakota",140
"May",2020,"Texas",4815
"May",2020,"Utah",759
"May",2020,"Vermont",87
"May",2020,"Virginia",2798
"May",2020,"Washington",3393
"May",2020,"Washington, D.C.",347
"May",2020,"West Virginia",3837
"May",2020,"Wisconsin",1903
"May",2021,"Arizona",727
"May",2021,"California",3212
"May",2021,"Colorado",520
"May",2021,"Florida",688
"May",2021,"Illinois",540
"May",2021,"Indiana",200
"May",2021,"Iowa",40
"May",2021,"Kansas",70
"May",2021,"Kentucky",197
"May",2021,"Maryland",268
"May",2021,"Michigan",252
"May",2021,"Missouri",130
"May",2021,"Nevada",99
"May",2021,"New Jersey",365
"May",2021,"North Carolina",391
"May",2021,"Ohio",245
"May",2021,"Oklahoma",164
"May",2021,"Rhode Island",558
"May",2021,"South Carolina",596
"May",2021,"Texas",1155
"May",2021,"Virginia",250
"May",2021,"Washington",208
"May",2021,"West Virginia",1246
"May",2021,"Wisconsin",34
"May",2022,"Alabama",214
"May",2022,"Alaska",182
"May",2022,"Arizona",40
"May",2022,"California",2838
"May",2022,"Colorado",753
"May",2022,"Connecticut",111
"May",2022,"Florida",597
"May",2022,"Illinois",1149
"May",2022,"Indiana",691
"May",2022,"Iowa",674
"May",2022,"Kansas",80
"May",2022,"Louisiana",59
"May",2022,"Maryland",196
"May",2022,"Massachusetts",NA
"May",2022,"Michigan",728
"May",2022,"Minnesota",NA
"May",2022,"Missouri",545
"May",2022,"Nevada",135
"May",2022,"New Jersey",710
"May",2022,"New Mexico",13
"May",2022,"North Carolina",289
"May",2022,"Ohio",318
"May",2022,"Oklahoma",220
"May",2022,"Oregon",71
"May",2022,"South Carolina",466
"May",2022,"Texas",81
"May",2022,"Virginia",181
"May",2022,"Washington",183
"May",2022,"Washington, D.C.",192
"May",2022,"Wisconsin",505
"November",1998,"Alabama",2055
"November",1998,"Kansas",1965
"November",1999,"Alabama",496
"November",1999,"Kansas",75
"November",1999,"Oklahoma",87
"November",2000,"Alabama",1296
"November",2001,"Alabama",3778
"November",2001,"Kansas",391
"November",2002,"Alabama",286
"November",2002,"Kansas",63
"November",2002,"Oklahoma",350
"November",2003,"Alabama",1734
"November",2003,"Kansas",199
"November",2003,"Oklahoma",288
"November",2004,"Alabama",1984
"November",2004,"Kansas",58
"November",2004,"New Jersey",1681
"November",2004,"Washington",63
"November",2005,"Alabama",463
"November",2005,"Kansas",373
"November",2005,"New Jersey",801
"November",2005,"Oklahoma",52
"November",2005,"Washington",375
"November",2006,"Alabama",752
"November",2006,"Kansas",88
"November",2006,"New Jersey",NA
"November",2006,"New York",782
"November",2006,"Washington",933
"November",2007,"Alabama",845
"November",2007,"Kansas",378
"November",2007,"New Jersey",2604
"November",2007,"New York",2490
"November",2007,"South Dakota",89
"November",2007,"Washington",415
"November",2008,"Alabama",997
"November",2008,"Alaska",130
"November",2008,"Delaware",227
"November",2008,"Indiana",4443
"November",2008,"Kansas",1408
"November",2008,"New Jersey",1765
"November",2008,"New York",NA
"November",2008,"Oklahoma",487
"November",2008,"South Dakota",89
"November",2008,"Vermont",78
"November",2008,"Washington",4375
"November",2009,"Alabama",320
"November",2009,"Delaware",550
"November",2009,"Idaho",1
"November",2009,"Indiana",552
"November",2009,"Kansas",77
"November",2009,"New Jersey",905
"November",2009,"New York",NA
"November",2009,"Oklahoma",34
"November",2009,"Rhode Island",169
"November",2009,"Utah",71
"November",2009,"Vermont",84
"November",2009,"Washington",135
"November",2010,"Alabama",402
"November",2010,"Arizona",735
"November",2010,"Indiana",760
"November",2010,"Kansas",935
"November",2010,"Maryland",1087
"November",2010,"New Jersey",476
"November",2010,"New York",1055
"November",2010,"Oklahoma",114
"November",2010,"Oregon",51
"November",2010,"Utah",480
"November",2010,"Virginia",646
"November",2010,"Washington",224
"November",2011,"Alabama",363
"November",2011,"Arizona",214
"November",2011,"Indiana",616
"November",2011,"Kansas",619
"November",2011,"Maryland",353
"November",2011,"New Jersey",1958
"November",2011,"New York",NA
"November",2011,"Oklahoma",117
"November",2011,"Oregon",NA
"November",2011,"Texas",1881
"November",2011,"Utah",114
"November",2011,"Virginia",188
"November",2011,"Washington",215
"November",2012,"Alabama",814
"November",2012,"Arizona",137
"November",2012,"Indiana",95
"November",2012,"Kansas",805
"November",2012,"Maryland",270
"November",2012,"New Jersey",2160
"November",2012,"New York",1623
"November",2012,"Texas",3094
"November",2012,"Virginia",1110
"November",2013,"Alabama",1289
"November",2013,"Arizona",162
"November",2013,"Idaho",262
"November",2013,"Indiana",360
"November",2013,"Kansas",227
"November",2013,"Maryland",480
"November",2013,"New Jersey",598
"November",2013,"New York",4334
"November",2013,"Oklahoma",40
"November",2013,"Oregon",209
"November",2013,"Rhode Island",49
"November",2013,"South Dakota",171
"November",2013,"Texas",985
"November",2013,"Virginia",140
"November",2013,"Washington",178
"November",2014,"Alabama",131
"November",2014,"Arizona",55
"November",2014,"California",2172
"November",2014,"Delaware",58
"November",2014,"Idaho",312
"November",2014,"Indiana",440
"November",2014,"Kansas",459
"November",2014,"Maine",395
"November",2014,"New Jersey",804
"November",2014,"New York",744
"November",2014,"Oklahoma",426
"November",2014,"Oregon",133
"November",2014,"South Dakota",227
"November",2014,"Texas",996
"November",2014,"Utah",115
"November",2014,"Vermont",148
"November",2014,"Virginia",192
"November",2014,"Washington",181
"November",2015,"Alabama",90
"November",2015,"Alaska",134
"November",2015,"Arizona",162
"November",2015,"California",2940
"November",2015,"Colorado",1051
"November",2015,"Idaho",67
"November",2015,"Indiana",137
"November",2015,"Iowa",12
"November",2015,"Maryland",228
"November",2015,"Missouri",NA
"November",2015,"Montana",NA
"November",2015,"New Jersey",1379
"November",2015,"New York",838
"November",2015,"North Dakota",3
"November",2015,"Oklahoma",115
"November",2015,"Oregon",140
"November",2015,"Rhode Island",NA
"November",2015,"Texas",1697
"November",2015,"Utah",126
"November",2015,"Virginia",749
"November",2015,"Washington",1034
"November",2015,"West Virginia",46
"November",2016,"Alabama",264
"November",2016,"Arizona",279
"November",2016,"California",9543
"November",2016,"Connecticut",727
"November",2016,"Florida",521
"November",2016,"Indiana",174
"November",2016,"Iowa",168
"November",2016,"Kansas",82
"November",2016,"Maryland",261
"November",2016,"Michigan",NA
"November",2016,"Missouri",105
"November",2016,"New Jersey",738
"November",2016,"New York",2156
"November",2016,"North Dakota",5
"November",2016,"Oklahoma",132
"November",2016,"Oregon",104
"November",2016,"Texas",1689
"November",2016,"Utah",30
"November",2016,"Virginia",253
"November",2016,"Washington",189
"November",2016,"Washington, D.C.",243
"November",2016,"West Virginia",2
"November",2016,"Wisconsin",1517
"November",2017,"Alabama",499
"November",2017,"Alaska",217
"November",2017,"Arizona",401
"November",2017,"California",6679
"November",2017,"Colorado",237
"November",2017,"Connecticut",NA
"November",2017,"Delaware",276
"November",2017,"Florida",906
"November",2017,"Indiana",400
"November",2017,"Iowa",237
"November",2017,"Kansas",233
"November",2017,"Kentucky",88
"November",2017,"Maine",150
"November",2017,"Maryland",327
"November",2017,"Michigan",415
"November",2017,"Missouri",305
"November",2017,"Nebraska",NA
"November",2017,"Nevada",211
"November",2017,"New Jersey",396
"November",2017,"New York",1318
"November",2017,"Oklahoma",220
"November",2017,"Oregon",340
"November",2017,"Rhode Island",477
"November",2017,"Texas",3258
"November",2017,"Utah",123
"November",2017,"Vermont",49
"November",2017,"Virginia",401
"November",2017,"Washington",307
"November",2017,"West Virginia",327
"November",2017,"Wisconsin",275
"November",2018,"Arizona",359
"November",2018,"California",5961
"November",2018,"Connecticut",256
"November",2018,"Florida",1348
"November",2018,"Idaho",175
"November",2018,"Indiana",262
"November",2018,"Iowa",521
"November",2018,"Kansas",195
"November",2018,"Kentucky",95
"November",2018,"Maryland",NA
"November",2018,"Michigan",565
"November",2018,"Missouri",177
"November",2018,"Nebraska",NA
"November",2018,"Nevada",273
"November",2018,"New Jersey",558
"November",2018,"New York",1564
"November",2018,"North Carolina",1400
"November",2018,"Oregon",159
"November",2018,"Rhode Island",324
"November",2018,"South Dakota",67
"November",2018,"Texas",1686
"November",2018,"Vermont",66
"November",2018,"Virginia",407
"November",2018,"Washington",67
"November",2018,"West Virginia",75
"November",2018,"Wisconsin",333
"November",2019,"Arizona",267
"November",2019,"California",4483
"November",2019,"Colorado",229
"November",2019,"Connecticut",NA
"November",2019,"Florida",1227
"November",2019,"Indiana",470
"November",2019,"Iowa",368
"November",2019,"Kansas",10
"November",2019,"Kentucky",720
"November",2019,"Maryland",168
"November",2019,"Massachusetts",NA
"November",2019,"Michigan",130
"November",2019,"Minnesota",1014
"November",2019,"Missouri",204
"November",2019,"Nebraska",NA
"November",2019,"Nevada",NA
"November",2019,"New Jersey",2872
"November",2019,"New York",2688
"November",2019,"North Carolina",238
"November",2019,"North Dakota",95
"November",2019,"Oklahoma",50
"November",2019,"Oregon",1094
"November",2019,"South Dakota",74
"November",2019,"Texas",1575
"November",2019,"Utah",73
"November",2019,"Virginia",1367
"November",2019,"Washington",391
"November",2019,"West Virginia",6
"November",2019,"Wisconsin",647
"November",2020,"Alabama",62
"November",2020,"Arizona",427
"November",2020,"California",18459
"November",2020,"Colorado",838
"November",2020,"Connecticut",15
"November",2020,"Florida",3227
"November",2020,"Idaho",79
"November",2020,"Illinois",1348
"November",2020,"Indiana",550
"November",2020,"Iowa",106
"November",2020,"Louisiana",431
"November",2020,"Maryland",1697
"November",2020,"Massachusetts",NA
"November",2020,"Michigan",331
"November",2020,"Minnesota",164
"November",2020,"Missouri",566
"November",2020,"Nebraska",19
"November",2020,"Nevada",NA
"November",2020,"New Jersey",2617
"November",2020,"North Carolina",302
"November",2020,"Ohio",923
"November",2020,"Oregon",840
"November",2020,"South Carolina",545
"November",2020,"South Dakota",5
"November",2020,"Texas",NA
"November",2020,"Utah",75
"November",2020,"Vermont",24
"November",2020,"Virginia",1577
"November",2020,"Washington",429
"November",2020,"West Virginia",28
"November",2020,"Wisconsin",344
"November",2021,"Arizona",528
"November",2021,"California",3907
"November",2021,"Colorado",198
"November",2021,"Connecticut",65
"November",2021,"Florida",1366
"November",2021,"Illinois",606
"November",2021,"Indiana",63
"November",2021,"Kentucky",194
"November",2021,"Louisiana",471
"November",2021,"Maryland",128
"November",2021,"Massachusetts",428
"November",2021,"Minnesota",1
"November",2021,"Missouri",25
"November",2021,"Nevada",176
"November",2021,"New Jersey",103
"November",2021,"North Carolina",240
"November",2021,"Ohio",191
"November",2021,"Oregon",95
"November",2021,"Texas",421
"November",2021,"Washington",118
"November",2021,"West Virginia",1
"November",2021,"Wisconsin",108
"November",2022,"Arizona",18
"November",2022,"California",NA
"November",2022,"Colorado",211
"November",2022,"Connecticut",516
"November",2022,"Florida",402
"November",2022,"Illinois",548
"November",2022,"Indiana",NA
"November",2022,"Iowa",228
"November",2022,"Kentucky",112
"November",2022,"Louisiana",89
"November",2022,"Maryland",304
"November",2022,"Massachusetts",540
"November",2022,"Michigan",389
"November",2022,"Minnesota",238
"November",2022,"Nebraska",63
"November",2022,"Nevada",86
"November",2022,"New Jersey",490
"November",2022,"North Carolina",114
"November",2022,"Ohio",407
"November",2022,"Texas",860
"November",2022,"Virginia",187
"November",2022,"Washington",1065
"November",2022,"Wisconsin",274
"October",1998,"Alabama",662
"October",1998,"Kansas",NA
"October",1999,"Alabama",594
"October",1999,"Kansas",411
"October",2000,"Alabama",2347
"October",2000,"Oklahoma",67
"October",2001,"Alabama",1144
"October",2001,"Kansas",NA
"October",2001,"Oklahoma",120
"October",2002,"Alabama",354
"October",2002,"Kansas",1066
"October",2002,"Oklahoma",551
"October",2003,"Alabama",1210
"October",2003,"Kansas",595
"October",2003,"Oklahoma",103
"October",2004,"Alabama",399
"October",2004,"Kansas",98
"October",2004,"New Jersey",1110
"October",2004,"Washington",150
"October",2005,"Alabama",176
"October",2005,"Kansas",443
"October",2005,"New Jersey",NA
"October",2005,"Oklahoma",250
"October",2005,"Washington",939
"October",2006,"Alabama",1251
"October",2006,"Kansas",322
"October",2006,"New Jersey",NA
"October",2006,"New York",919
"October",2006,"Washington",577
"October",2007,"Alabama",1694
"October",2007,"Kansas",93
"October",2007,"New Jersey",1153
"October",2007,"New York",1884
"October",2007,"South Dakota",60
"October",2007,"Vermont",207
"October",2007,"Washington",223
"October",2008,"Alabama",1089
"October",2008,"Delaware",1518
"October",2008,"Indiana",1079
"October",2008,"Kansas",206
"October",2008,"New Jersey",2481
"October",2008,"New York",NA
"October",2008,"Oklahoma",611
"October",2008,"Vermont",82
"October",2008,"Washington",1336
"October",2009,"Alabama",NA
"October",2009,"Idaho",93
"October",2009,"Indiana",320
"October",2009,"Kansas",339
"October",2009,"New Jersey",3935
"October",2009,"New York",2428
"October",2009,"Oklahoma",269
"October",2009,"Rhode Island",143
"October",2009,"Washington",436
"October",2010,"Alabama",192
"October",2010,"Arizona",133
"October",2010,"Indiana",676
"October",2010,"Kansas",1824
"October",2010,"Maryland",354
"October",2010,"New Jersey",2935
"October",2010,"New York",4872
"October",2010,"Oklahoma",65
"October",2010,"Oregon",657
"October",2010,"Utah",253
"October",2010,"Virginia",182
"October",2010,"Washington",183
"October",2011,"Alabama",244
"October",2011,"Arizona",274
"October",2011,"Idaho",250
"October",2011,"Indiana",808
"October",2011,"Kansas",332
"October",2011,"Maryland",60
"October",2011,"New Jersey",484
"October",2011,"New York",1636
"October",2011,"Oklahoma",132
"October",2011,"Oregon",120
"October",2011,"Rhode Island",110
"October",2011,"South Dakota",84
"October",2011,"Texas",844
"October",2011,"Utah",214
"October",2011,"Virginia",901
"October",2011,"Washington",1275
"October",2012,"Arizona",658
"October",2012,"Idaho",114
"October",2012,"Indiana",218
"October",2012,"Kansas",436
"October",2012,"Maryland",364
"October",2012,"New Jersey",650
"October",2012,"New York",3065
"October",2012,"Oklahoma",241
"October",2012,"Oregon",NA
"October",2012,"Texas",NA
"October",2012,"Virginia",1036
"October",2012,"Washington",402
"October",2013,"Alabama",121
"October",2013,"Arizona",30
"October",2013,"Delaware",470
"October",2013,"Idaho",75
"October",2013,"Indiana",420
"October",2013,"Kansas",22
"October",2013,"Maryland",NA
"October",2013,"New Jersey",1210
"October",2013,"New York",1877
"October",2013,"Oklahoma",1201
"October",2013,"Oregon",202
"October",2013,"Texas",3609
"October",2013,"Virginia",502
"October",2013,"Washington",850
"October",2013,"Washington, D.C.",200
"October",2014,"Alabama",100
"October",2014,"Arizona",2636
"October",2014,"California",7572
"October",2014,"Indiana",283
"October",2014,"Kansas",1093
"October",2014,"Maine",500
"October",2014,"Maryland",261
"October",2014,"New Jersey",552
"October",2014,"New York",4861
"October",2014,"Oklahoma",207
"October",2014,"Oregon",229
"October",2014,"Texas",1297
"October",2014,"Utah",30
"October",2014,"Virginia",913
"October",2014,"Washington",1246
"October",2015,"Alabama",493
"October",2015,"Arizona",1172
"October",2015,"California",6102
"October",2015,"Colorado",126
"October",2015,"Connecticut",818
"October",2015,"Idaho",148
"October",2015,"Indiana",1451
"October",2015,"Kansas",116
"October",2015,"Maine",220
"October",2015,"Maryland",191
"October",2015,"Missouri",332
"October",2015,"New Jersey",501
"October",2015,"New York",1910
"October",2015,"North Dakota",117
"October",2015,"Oregon",226
"October",2015,"Texas",2601
"October",2015,"Virginia",404
"October",2015,"Washington",236
"October",2015,"West Virginia",3603
"October",2016,"Arizona",569
"October",2016,"California",4459
"October",2016,"Colorado",NA
"October",2016,"Connecticut",203
"October",2016,"Florida",327
"October",2016,"Idaho",285
"October",2016,"Indiana",904
"October",2016,"Iowa",568
"October",2016,"Maryland",130
"October",2016,"Michigan",98
"October",2016,"Missouri",180
"October",2016,"New Jersey",318
"October",2016,"New York",1402
"October",2016,"North Dakota",345
"October",2016,"Oklahoma",142
"October",2016,"Oregon",218
"October",2016,"Texas",1983
"October",2016,"Virginia",117
"October",2016,"Washington",996
"October",2016,"West Virginia",245
"October",2016,"Wisconsin",899
"October",2017,"Arizona",256
"October",2017,"California",5753
"October",2017,"Colorado",521
"October",2017,"Connecticut",211
"October",2017,"Delaware",51
"October",2017,"Florida",4504
"October",2017,"Idaho",320
"October",2017,"Indiana",327
"October",2017,"Iowa",645
"October",2017,"Kansas",236
"October",2017,"Kentucky",120
"October",2017,"Maine",120
"October",2017,"Michigan",NA
"October",2017,"Missouri",1399
"October",2017,"Nebraska",NA
"October",2017,"Nevada",87
"October",2017,"New Jersey",522
"October",2017,"New Mexico",76
"October",2017,"New York",1862
"October",2017,"North Dakota",223
"October",2017,"Oregon",277
"October",2017,"Texas",973
"October",2017,"Virginia",389
"October",2017,"Washington",195
"October",2017,"West Virginia",9
"October",2017,"Wisconsin",594
"October",2018,"Alabama",435
